id-pub-id,id-exp-id,id,id-title,id-authors,id-institutes,id-city,id-country,id-climate-class,data-avail,data-link,data-supp-link,pub-type,pub-name,publisher,pub-year,pub-doi,exp-type,exp-spatial-typology,exp-domains,exp-domain-thermal,exp-domain-air-move,exp-domain-humidity,exp-domain-co2,exp-domain-light,exp-domain-acoustics,exp-domain-behaviour,exp-domain-iaq,exp-tested-t-min,exp-tested-t-max,exp-tested-target-temps,exp-year-start,exp-year-end,exp-seasons,exp-month-start,exp-month-end,exp-time,exp-hours,exp-normalisation-length,exp-session-length,pop-sample-size-calc,pop-sample-size-calc-type,pop-payment,pop-no-tot,pop-male-no,pop-fem-no,pop-m2f-no,pop-f2m-no,pop-male-ratio,pop-age-range,pop-age-mean,pop-age-std,pop-age-male-mean,pop-age-fem-mean,pop-bmi-mean,pop-bmi-std,pop-bmi-male-mean,pop-bmi-fem-mean,physio-parameter,physio-sensing-method,physio-body-site,physio-body-site-sagittal,physio-body-site-surface,physio-sensor-brand,physio-sensor-model,physio-mst-calculated,physio-mst-points,physio-mst-formula,physio-formulas,physio-mst-weighting,env-tdb,env-rh,env-v,env-tg,env-tsurface,env-twb,env-co2,env-illuminance,env-sound-level,env-tout,env-rhout,env-voc,env-light-color,env-solar-rad,ques-thermal-comfort,ques-thermal-sensation,ques-thermal-prefer,ques-thermal-accept,ques-thermal-satisfaction,ques-thermal-pleasure-pleasantness,ques-local-therm-comfort,ques-local-therm-sensation,ques-local-therm-satisfaction,ques-shivering,ques-sweating-sensation,ques-overall-comfort,ques-overall-satisfaction,ques-airmove-comfort,ques-airmove-sensation,ques-local-airmove-sensation,ques-airmove-perception,ques-airmove-prefer,ques-airmove-accept,ques-airmove-satisfaction,ques-humidity-comfort,ques-humidity-sensation,ques-humidity-prefer,ques-humidity-accept,ques-humidity-satisfaction,ques-light-comfort,ques-light-sensation,ques-visual-prefer,ques-light-prefer,ques-light-accept,ques-light-satisfaction,ques-iaq-comfort,ques-iaq-sensation,ques-iaq-prefer,ques-iaq-accept,ques-iaq-satisfaction,ques-odour-intensity,ques-sick-building-syndrome,ques-acoustic-comfort,ques-acoustic-sensation,ques-acoustic-prefer,ques-acoustic-accept,ques-acoustic-satisfaction,cognitive-test-done,cognitive-test-type,select-healthy,select-active-recent-illness,select-no-ongoing-treatment-medication-use,select-age-range,select-healthy-cv-bp-disease,select-neuro-disease,select-metabolic-syndrome,select-immune-related-diseases,select-previous-knowledge,select-thermal-history,select-smoking,select-bmi-range,select-colour-weakness-eyesight,select-hearing,select-lang-skills,select-alcohol,select-dominant-hand,select-contraceptive-type,select-activity-level,select-chronotype,select-emotionally-stable,select-neurodivergent,select-thermal-sensitivity,select-pregnancy,select-diet-weight-change,select-hormone-therapy,select-menopause,select-no-medical-implant,select-sex,part-meta-age,part-meta-sex,part-meta-height,part-meta-weight,part-meta-bmi,part-meta-ponderal-index,part-meta-body-fat,part-meta-ethnicity-nationality,part-meta-bsa,part-meta-thermal-history-background,part-meta-education-profession,part-meta-thermal-sensitivity-preference,part-meta-personality,part-meta-psych-eval,part-meta-smoking,part-meta-activity-level,part-meta-health-status,part-meta-chronotype,part-recent-chrono-change,part-meta-bmr-rmr,part-meta-alcohol-use,part-meta-mens-timing,part-meta-contraceptive-type,part-meta-reg-coffee,part-meta-reg-sleep-time,part-meta-reg-work time,protocol-fixed-clo,protocol-observed-clo,protocol-avoid-stimulant,protocol-avoid-activity,protocol-avoid-heavy-food,protocol-rest-sleep,protocol-circadian,protocol-mens-timing,protocol-time-btw-sessions,protocol-instruction-practice,protocol-diary,protocol-maintain-routine,protocol-blinded,protocol-random,protocol-balancing,protocol-subjects-not-allowed-to-discuss,protocol-food,protocol-water,protocol-prep-body-site,protocol-defined-activity,protocol-observed-met
36,1,36_1,Dynamic thermal perception under whole-body cyclical conditions: Thermal overshoot and thermal habituation,"Vellei, M.; de Dear, R.; Le Dreau, J.; Nicolle, J.; Rendu, M.; Abadie, M.; Michaux, G.; Doya, M.","La Rochelle University, The University of Sydney, TIPEE Platform, RUPEE Lab, 4evLab",La Rochelle,France,Cfb,Upon request,NAN,NR,J,Building and Environment,Elsevier,2022,https://doi.org/10.1016/j.buildenv.2022.109677,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,22,30,"22, 25.5, 26, 28, 30",2021,2021,NR,7,10,"2021: 7, 10","09:30-12:30, 14:30-17:30",30,150,N,NAN,Y,64,29,35,0,0,45.31%,20-60,39.08,9.53,39,39.15,23.83,4.3,24.02,23.69,Skin temperature,Thermocouple,Thigh,Left,Anterior,TCSA,T-type,Y,4,Ramanathan (1964),"Tskin mean = 0.3 ∗ Tskin,chest + 0.3 ∗ Tskin,arm + 0.2 ∗ Tskin,shin + 0.2 ∗ Tshin,ant thigh",0.2,"0.1, 0.6, 1.1",MNR,MNR,MNR,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,"points=6; range=(-3, -2, -1, +1, +2, +3); scale=(""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""slightly comfortable"", ""comfortable"", ""very comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""much cooler"", ""cooler"", ""slightly cooler"", ""no change"", ""slightly warmer"", ""warmer"", ""much warmer"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,NR,NR,NR,Y,NR,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR
36,1,36_1,Dynamic thermal perception under whole-body cyclical conditions: Thermal overshoot and thermal habituation,"Vellei, M.; de Dear, R.; Le Dreau, J.; Nicolle, J.; Rendu, M.; Abadie, M.; Michaux, G.; Doya, M.","La Rochelle University, The University of Sydney, TIPEE Platform, RUPEE Lab, 4evLab",La Rochelle,France,Cfb,Upon request,NAN,NR,J,Building and Environment,Elsevier,2022,https://doi.org/10.1016/j.buildenv.2022.109677,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,22,30,"22, 25.5, 26, 28, 30",2021,2021,NR,7,10,"2021: 7, 10","09:30-12:30, 14:30-17:30",30,150,N,NAN,Y,64,29,35,0,0,45.31%,20-60,39.08,9.53,39,39.15,23.83,4.3,24.02,23.69,Skin temperature,Thermocouple,Calf,Left,Posterior,TCSA,T-type,N,NAN,NAN,NAN,NAN,"0.1, 0.6, 1.1",MNR,MNR,MNR,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,"points=6; range=(-3, -2, -1, +1, +2, +3); scale=(""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""slightly comfortable"", ""comfortable"", ""very comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""much cooler"", ""cooler"", ""slightly cooler"", ""no change"", ""slightly warmer"", ""warmer"", ""much warmer"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,NR,NR,NR,Y,NR,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR
36,1,36_1,Dynamic thermal perception under whole-body cyclical conditions: Thermal overshoot and thermal habituation,"Vellei, M.; de Dear, R.; Le Dreau, J.; Nicolle, J.; Rendu, M.; Abadie, M.; Michaux, G.; Doya, M.","La Rochelle University, The University of Sydney, TIPEE Platform, RUPEE Lab, 4evLab",La Rochelle,France,Cfb,Upon request,NAN,NR,J,Building and Environment,Elsevier,2022,https://doi.org/10.1016/j.buildenv.2022.109677,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,22,30,"22, 25.5, 26, 28, 30",2021,2021,NR,7,10,"2021: 7, 10","09:30-12:30, 14:30-17:30",30,150,N,NAN,Y,64,29,35,0,0,45.31%,20-60,39.08,9.53,39,39.15,23.83,4.3,24.02,23.69,Skin temperature,Thermocouple,Shin,Left,Anterior,TCSA,T-type,Y,4,Ramanathan (1964),"Tskin mean = 0.3 ∗ Tskin,chest + 0.3 ∗ Tskin,arm + 0.2 ∗ Tskin,shin + 0.2 ∗ Tshin,ant thigh",0.2,"0.1, 0.6, 1.1",MNR,MNR,MNR,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,"points=6; range=(-3, -2, -1, +1, +2, +3); scale=(""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""slightly comfortable"", ""comfortable"", ""very comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""much cooler"", ""cooler"", ""slightly cooler"", ""no change"", ""slightly warmer"", ""warmer"", ""much warmer"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,NR,NR,NR,Y,NR,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR
36,1,36_1,Dynamic thermal perception under whole-body cyclical conditions: Thermal overshoot and thermal habituation,"Vellei, M.; de Dear, R.; Le Dreau, J.; Nicolle, J.; Rendu, M.; Abadie, M.; Michaux, G.; Doya, M.","La Rochelle University, The University of Sydney, TIPEE Platform, RUPEE Lab, 4evLab",La Rochelle,France,Cfb,Upon request,NAN,NR,J,Building and Environment,Elsevier,2022,https://doi.org/10.1016/j.buildenv.2022.109677,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,22,30,"22, 25.5, 26, 28, 30",2021,2021,NR,7,10,"2021: 7, 10","09:30-12:30, 14:30-17:30",30,150,N,NAN,Y,64,29,35,0,0,45.31%,20-60,39.08,9.53,39,39.15,23.83,4.3,24.02,23.69,Skin temperature,Thermocouple,Hand,Left,Dorsal,TCSA,T-type,N,NAN,NAN,NAN,NAN,"0.1, 0.6, 1.1",MNR,MNR,MNR,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,"points=6; range=(-3, -2, -1, +1, +2, +3); scale=(""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""slightly comfortable"", ""comfortable"", ""very comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""much cooler"", ""cooler"", ""slightly cooler"", ""no change"", ""slightly warmer"", ""warmer"", ""much warmer"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,NR,NR,NR,Y,NR,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR
36,1,36_1,Dynamic thermal perception under whole-body cyclical conditions: Thermal overshoot and thermal habituation,"Vellei, M.; de Dear, R.; Le Dreau, J.; Nicolle, J.; Rendu, M.; Abadie, M.; Michaux, G.; Doya, M.","La Rochelle University, The University of Sydney, TIPEE Platform, RUPEE Lab, 4evLab",La Rochelle,France,Cfb,Upon request,NAN,NR,J,Building and Environment,Elsevier,2022,https://doi.org/10.1016/j.buildenv.2022.109677,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,22,30,"22, 25.5, 26, 28, 30",2021,2021,NR,7,10,"2021: 7, 10","09:30-12:30, 14:30-17:30",30,150,N,NAN,Y,64,29,35,0,0,45.31%,20-60,39.08,9.53,39,39.15,23.83,4.3,24.02,23.69,Skin temperature,Infrared camera,Chest,Middle,Anterior,FLIR,SC5200,N,NAN,NAN,NAN,NAN,"0.1, 0.6, 1.1",MNR,MNR,MNR,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,"points=6; range=(-3, -2, -1, +1, +2, +3); scale=(""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""slightly comfortable"", ""comfortable"", ""very comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""much cooler"", ""cooler"", ""slightly cooler"", ""no change"", ""slightly warmer"", ""warmer"", ""much warmer"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,NR,NR,NR,Y,NR,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR
36,1,36_1,Dynamic thermal perception under whole-body cyclical conditions: Thermal overshoot and thermal habituation,"Vellei, M.; de Dear, R.; Le Dreau, J.; Nicolle, J.; Rendu, M.; Abadie, M.; Michaux, G.; Doya, M.","La Rochelle University, The University of Sydney, TIPEE Platform, RUPEE Lab, 4evLab",La Rochelle,France,Cfb,Upon request,NAN,NR,J,Building and Environment,Elsevier,2022,https://doi.org/10.1016/j.buildenv.2022.109677,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,22,30,"22, 25.5, 26, 28, 30",2021,2021,NR,7,10,"2021: 7, 10","09:30-12:30, 14:30-17:30",30,150,N,NAN,Y,64,29,35,0,0,45.31%,20-60,39.08,9.53,39,39.15,23.83,4.3,24.02,23.69,Skin temperature,Infrared camera,Upper arm,Left,Anterior,FLIR,SC5200,N,NAN,NAN,NAN,NAN,"0.1, 0.6, 1.1",MNR,MNR,MNR,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,"points=6; range=(-3, -2, -1, +1, +2, +3); scale=(""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""slightly comfortable"", ""comfortable"", ""very comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""much cooler"", ""cooler"", ""slightly cooler"", ""no change"", ""slightly warmer"", ""warmer"", ""much warmer"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,NR,NR,NR,Y,NR,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR
36,1,36_1,Dynamic thermal perception under whole-body cyclical conditions: Thermal overshoot and thermal habituation,"Vellei, M.; de Dear, R.; Le Dreau, J.; Nicolle, J.; Rendu, M.; Abadie, M.; Michaux, G.; Doya, M.","La Rochelle University, The University of Sydney, TIPEE Platform, RUPEE Lab, 4evLab",La Rochelle,France,Cfb,Upon request,NAN,NR,J,Building and Environment,Elsevier,2022,https://doi.org/10.1016/j.buildenv.2022.109677,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,22,30,"22, 25.5, 26, 28, 30",2021,2021,NR,7,10,"2021: 7, 10","09:30-12:30, 14:30-17:30",30,150,N,NAN,Y,64,29,35,0,0,45.31%,20-60,39.08,9.53,39,39.15,23.83,4.3,24.02,23.69,Skin temperature,Infrared camera,Forearm,Left,Anterior,FLIR,SC5200,N,NAN,NAN,NAN,NAN,"0.1, 0.6, 1.1",MNR,MNR,MNR,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,"points=6; range=(-3, -2, -1, +1, +2, +3); scale=(""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""slightly comfortable"", ""comfortable"", ""very comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""much cooler"", ""cooler"", ""slightly cooler"", ""no change"", ""slightly warmer"", ""warmer"", ""much warmer"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,NR,NR,NR,Y,NR,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR
36,1,36_1,Dynamic thermal perception under whole-body cyclical conditions: Thermal overshoot and thermal habituation,"Vellei, M.; de Dear, R.; Le Dreau, J.; Nicolle, J.; Rendu, M.; Abadie, M.; Michaux, G.; Doya, M.","La Rochelle University, The University of Sydney, TIPEE Platform, RUPEE Lab, 4evLab",La Rochelle,France,Cfb,Upon request,NAN,NR,J,Building and Environment,Elsevier,2022,https://doi.org/10.1016/j.buildenv.2022.109677,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,22,30,"22, 25.5, 26, 28, 30",2021,2021,NR,7,10,"2021: 7, 10","09:30-12:30, 14:30-17:30",30,150,N,NAN,Y,64,29,35,0,0,45.31%,20-60,39.08,9.53,39,39.15,23.83,4.3,24.02,23.69,Skin temperature,Infrared camera,Thigh,Left,Anterior,FLIR,SC5200,N,NAN,NAN,NAN,NAN,"0.1, 0.6, 1.1",MNR,MNR,MNR,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,"points=6; range=(-3, -2, -1, +1, +2, +3); scale=(""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""slightly comfortable"", ""comfortable"", ""very comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""much cooler"", ""cooler"", ""slightly cooler"", ""no change"", ""slightly warmer"", ""warmer"", ""much warmer"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,NR,NR,NR,Y,NR,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR
36,1,36_1,Dynamic thermal perception under whole-body cyclical conditions: Thermal overshoot and thermal habituation,"Vellei, M.; de Dear, R.; Le Dreau, J.; Nicolle, J.; Rendu, M.; Abadie, M.; Michaux, G.; Doya, M.","La Rochelle University, The University of Sydney, TIPEE Platform, RUPEE Lab, 4evLab",La Rochelle,France,Cfb,Upon request,NAN,NR,J,Building and Environment,Elsevier,2022,https://doi.org/10.1016/j.buildenv.2022.109677,Lab,Office/Workstations,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,22,30,"22, 25.5, 26, 28, 30",2021,2021,NR,7,10,"2021: 7, 10","09:30-12:30, 14:30-17:30",30,150,N,NAN,Y,64,29,35,0,0,45.31%,20-60,39.08,9.53,39,39.15,23.83,4.3,24.02,23.69,Skin temperature,Infrared camera,Shin,Left,Anterior,FLIR,SC5200,N,NAN,NAN,NAN,NAN,"0.1, 0.6, 1.1",MNR,MNR,MNR,NR,NR,MNR,MNR,NR,NR,NR,NR,NR,NR,"points=6; range=(-3, -2, -1, +1, +2, +3); scale=(""very uncomfortable"", ""uncomfortable"", ""slightly uncomfortable"", ""slightly comfortable"", ""comfortable"", ""very comfortable"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")","points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""much cooler"", ""cooler"", ""slightly cooler"", ""no change"", ""slightly warmer"", ""warmer"", ""much warmer"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,Y,Y,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,Y,Y,Y,NR,NR,NR,Y,NR,NR,Y,Y,NR,NR,NR,NR,NR,Y,NR
37,1,37_1,EEG-Based Circumplex Model of Affect for Identifying Interindividual Differences in Thermal Comfort,"Lee, J.; Lee, J.; Kim, T. W.; Koo, C.",Incheon National University,Incheon,Republic of Korea,Dwa,Upon request,NAN,NR,J,Journal of Management in Engineering,ASCE ,2022,https://doi.org/10.1061/(ASCE)ME.1943-5479.0001061,Lab,NR,Air temperature,1,NR,NR,NR,NR,NR,NR,NR,18,30,"18, 24, 30",2020,2021,NR,12,1,"[2020: 12], [2021: 1]",NR,5,70,NR,NAN,NR,30,20,10,0,0,66.67%,NR,23.93,2.79,NR,NR,NR,NR,NR,NR,EEG,14-channel,"AF3, AF4, F3, F4, F7, F8, FC5, FC6, T7, T8, P7, P8, O1, O2",NAN,NAN,Emotiv,EPOC X,NAN,NAN,NAN,NAN,NAN,MNR,MNR,MNR,MNR,NR,NR,MNR,NR,NR,NR,NR,NR,NR,NR,NR,"points=7; range=(-3, -2, -1, 0, +1, +2, +3); scale=(""cold"", ""cool"", ""slightly cool"", ""neutral"", ""slightly warm"", ""warm"", ""hot"")",NR,NR,"points=5; range=(-2, -1, 0, +1, +2); scale=(""very dissatisfied"", ""dissatisfied"", ""neutral"", ""satisfied"", ""very satisfied"")",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NAN,Y,Y,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,Y,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,Y,NR
